Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
forkassn3,de.hysky.skyblocker.mixins.discordipc,ConnectionMixin,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.config,SkyblockerConfigManager,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: CONFIG_VERSION; CONFIG_FILE; HANDLER
forkassn3,de.hysky.skyblocker.config,SkyblockerConfigManager,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: SnapshotDebug; RenderHelper; SkyblockerMod; ContainerSolverManager; ContainerSolver; UltrasequencerSolver; HelperConfig; Waypoint; NewYearCakesHelper; SkyblockerConfigManager; SkyblockerConfig; Utils; Http; ApiAuthentication; MuseumItemCache; ItemUtils; TooltipInfoType; ItemTooltip; GeneralConfig; CraftPriceTooltip; NEURepoManager; ItemRepository; ItemStackBuilder; SkyblockCraftingRecipe; ObtainedDateTooltip; StatusBarTracker; ConfigDataFixer; SkyblockerScreen; Tips; ProfileViewerScreen; ProfileViewerPage; SubPageSelectButton; ProfileViewerTextWidget; ProfileViewerUtils; ProfileViewerNavButton; ProfileUtils; ApiUtils; AccessoriesHelper; Waypoints; FairySouls; Relics; MythologicalRitual; EnderNodes; OrderedWaypoints; CustomArmorDyeColors; BackpackPreview; ItemRarityBackgrounds; ItemProtection; FarmingHud; FarmingHudWidget; LowerSensitivity; ChatMessageListener; Shortcuts; ChatRulesHandler; ChatRule; ChatRuleAnnouncementScreen; CalculatorCommand; Calculator; DiscordRPCManager; LividColor; DungeonsConfig; DungeonManager; Room; SecretWaypoint; DungeonEvents; DungeonMapUtils; Debug; DebugRoom; DungeonMap; DungeonScore; PlayerListMgr; FishingHelper; DungeonScoreHUD; Waterboard; PartyFinderScreen; PartyEntryListWidget; PartyEntry; FinderSettingsContainer; OptionDropdownWidget; RangedValueWidget; ChestValue; UIAndVisualsConfig; FireFreezeStaffTimer; GuardianHealth; TheRift; TheEnd; EndHudWidget; SearchOverManager; TitleContainer; ScreenMaster; ScreenBuilder; Widget; PlayerLocator; DungeonTextures; TeleportOverlay; QuiverWarning; SpecialEffects; Boulder; VisitorHelper; PetCache; SecretsTracker; DungeonPlayerWidget; Kuudra; DojoManager; ForceTestHelper; StaminaTestHelper; MasteryTestHelper; SwiftnessTestHelper; ControlTestHelper; TenacityTestHelper; FancyStatusBars; BarPositioner; StatusBar; OnClick; StatusBarRenderer; StatusBarConfig; StatusBarsConfigScreen; EditBarWidget; EventNotifications; BeaconHighlighter; WarpAutocomplete; EggFinder; TimeTowerReminder; JerryTimer; TooltipManager; SlotTextManager; SlotTextAdder
forkassn3,de.hysky.skyblocker.config,ConfigUtils,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: FORMATTING_FORMATTER; FLOAT_TWO_FORMATTER; IMAGE_DIRECTORY
forkassn3,de.hysky.skyblocker.config,SkyblockerConfig,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: version; general; uiAndVisuals; helpers; dungeons; foraging; crimsonIsle; mining; farming; otherLocations; slayers; chat; quickNav; eventNotifications; misc
forkassn3,de.hysky.skyblocker.config,SkyblockerConfig,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: version; general; uiAndVisuals; helpers; dungeons; foraging; crimsonIsle; mining; farming; otherLocations; slayers; chat; quickNav; eventNotifications; misc
forkassn3,de.hysky.skyblocker.config,HudConfigScreen,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.config.configs,UIAndVisualsConfig,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: compactorDeletorPreview; dontStripSkinAlphaValues; backpackPreviewWithoutShift; hideEmptyTooltips; fancyCraftingTable; hideStatusEffectOverlay; showEquipmentInInventory; chestValue; itemCooldown; titleContainer; tabHud; fancyAuctionHouse; bars; waypoints; teleportOverlay; searchOverlay; inputCalculator; flameOverlay; compactDamage; enableChestValue; color; incompleteColor; enableItemCooldowns; titleContainerScale; x; y; direction; alignment; tabHudEnabled; tabHudScale; enableHudBackground; plainPlayerNames; nameSorting; enabled; highlightCheapBIN; enableBars; barPositions; healthBarPosition; manaBarPosition; defenceBarPosition; experienceBarPosition; enableWaypoints; waypointType; enableTeleportOverlays; enableWeirdTransmission; enableInstantTransmission; enableEtherTransmission; enableSinrecallTransmission; enableWitherImpact; enableBazaar; enableAuctionHouse; keepPreviousSearches; maxSuggestions; historyLength; enableCommands; bazaarHistory; auctionHistory; enabled; requiresEquals; flameHeight; flameOpacity; enabled; precision; normalDamageColor; critDamageGradientStart; critDamageGradientEnd
forkassn3,de.hysky.skyblocker.config.configs,UIAndVisualsConfig,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: SnapshotDebug; RenderHelper; SkyblockerMod; ContainerSolverManager; ContainerSolver; UltrasequencerSolver; HelperConfig; Waypoint; NewYearCakesHelper; SkyblockerConfigManager; SkyblockerConfig; Utils; Http; ApiAuthentication; MuseumItemCache; ItemUtils; TooltipInfoType; ItemTooltip; GeneralConfig; CraftPriceTooltip; NEURepoManager; ItemRepository; ItemStackBuilder; SkyblockCraftingRecipe; ObtainedDateTooltip; StatusBarTracker; ConfigDataFixer; SkyblockerScreen; Tips; ProfileViewerScreen; ProfileViewerPage; SubPageSelectButton; ProfileViewerTextWidget; ProfileViewerUtils; ProfileViewerNavButton; ProfileUtils; ApiUtils; AccessoriesHelper; Waypoints; FairySouls; Relics; MythologicalRitual; EnderNodes; OrderedWaypoints; CustomArmorDyeColors; BackpackPreview; ItemRarityBackgrounds; ItemProtection; FarmingHud; FarmingHudWidget; LowerSensitivity; ChatMessageListener; Shortcuts; ChatRulesHandler; ChatRule; ChatRuleAnnouncementScreen; CalculatorCommand; Calculator; DiscordRPCManager; LividColor; DungeonsConfig; DungeonManager; Room; SecretWaypoint; DungeonEvents; DungeonMapUtils; Debug; DebugRoom; DungeonMap; DungeonScore; PlayerListMgr; FishingHelper; DungeonScoreHUD; Waterboard; PartyFinderScreen; PartyEntryListWidget; PartyEntry; FinderSettingsContainer; OptionDropdownWidget; RangedValueWidget; ChestValue; UIAndVisualsConfig; FireFreezeStaffTimer; GuardianHealth; TheRift; TheEnd; EndHudWidget; SearchOverManager; TitleContainer; ScreenMaster; ScreenBuilder; Widget; PlayerLocator; DungeonTextures; TeleportOverlay; QuiverWarning; SpecialEffects; Boulder; VisitorHelper; PetCache; SecretsTracker; DungeonPlayerWidget; Kuudra; DojoManager; ForceTestHelper; StaminaTestHelper; MasteryTestHelper; SwiftnessTestHelper; ControlTestHelper; TenacityTestHelper; FancyStatusBars; BarPositioner; StatusBar; OnClick; StatusBarRenderer; StatusBarConfig; StatusBarsConfigScreen; EditBarWidget; EventNotifications; BeaconHighlighter; WarpAutocomplete; EggFinder; TimeTowerReminder; JerryTimer; TooltipManager; SlotTextManager; SlotTextAdder
forkassn3,de.hysky.skyblocker.config.configs,UIAndVisualsConfig.ChestValue,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: enableChestValue; color; incompleteColor
forkassn3,de.hysky.skyblocker.config.configs,UIAndVisualsConfig.ChestValue,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.config.configs,UIAndVisualsConfig.ChestValue,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: enableChestValue; color; incompleteColor
forkassn3,de.hysky.skyblocker.config.configs,UIAndVisualsConfig.ItemCooldown,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: enableItemCooldowns
forkassn3,de.hysky.skyblocker.config.configs,UIAndVisualsConfig.ItemCooldown,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.config.configs,UIAndVisualsConfig.ItemCooldown,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: enableItemCooldowns
forkassn3,de.hysky.skyblocker.config.configs,UIAndVisualsConfig.TitleContainer,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: titleContainerScale; x; y; direction; alignment
forkassn3,de.hysky.skyblocker.config.configs,UIAndVisualsConfig.TitleContainer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
