Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,init,Complex Conditional,The conditional expression overlay || !Utils.isInDungeons() || !dungeonStarted is complex.,66
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,init,Magic Number,The method contains a magic number: 20,66
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,tick,Complex Conditional,The conditional expression !sent270 && !sent300 && score >= 270 && score < 300 is complex.,86
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,tick,Complex Conditional,The conditional expression !sentCrypts && score >= SCORE_CONFIG.dungeonCryptsMessageThreshold && crypts < 5 is complex.,86
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,tick,Complex Method,Cyclomatic complexity of the method is 13,86
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,tick,Long Statement,The length of the statement "MessageScheduler.INSTANCE.sendMessageAfterCooldown("/pc " + Constants.PREFIX.get().getString() + SCORE_CONFIG.dungeonScore270Message.replaceAll("\\[score]"`"270"));" is 164.,86
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,tick,Long Statement,The length of the statement "client.inGameHud.setTitle(Constants.PREFIX.get().append(SCORE_CONFIG.dungeonScore270Message.replaceAll("\\[score]"`"270")));" is 124.,86
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,tick,Long Statement,The length of the statement "MessageScheduler.INSTANCE.sendMessageAfterCooldown("/pc " + Constants.PREFIX.get().getString() + SCORE_CONFIG.dungeonCryptsMessage.replaceAll("\\[crypts]"`String.valueOf(crypts)));" is 180.,86
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,tick,Long Statement,The length of the statement "MessageScheduler.INSTANCE.sendMessageAfterCooldown("/pc " + Constants.PREFIX.get().getString() + SCORE_CONFIG.dungeonScore300Message.replaceAll("\\[score]"`"300"));" is 164.,86
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,tick,Long Statement,The length of the statement "client.inGameHud.setTitle(Constants.PREFIX.get().append(SCORE_CONFIG.dungeonScore300Message.replaceAll("\\[score]"`"300")));" is 124.,86
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,tick,Magic Number,The method contains a magic number: 270,86
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,tick,Magic Number,The method contains a magic number: 300,86
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,tick,Magic Number,The method contains a magic number: 100f,86
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,tick,Magic Number,The method contains a magic number: 0.1f,86
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,tick,Magic Number,The method contains a magic number: 5,86
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,tick,Magic Number,The method contains a magic number: 300,86
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,tick,Magic Number,The method contains a magic number: 100f,86
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,tick,Magic Number,The method contains a magic number: 0.1f,86
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,calculateScore,Long Statement,The length of the statement "if (isCurrentFloorEntrance) return Math.round(calculateTimeScore() * 0.7f) + Math.round(calculateExploreScore() * 0.7f) + Math.round(calculateSkillScore() * 0.7f)+ Math.round(calculateBonusScore() * 0.7f);" is 205.,162
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,calculateScore,Magic Number,The method contains a magic number: 0.7f,162
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,calculateScore,Magic Number,The method contains a magic number: 0.7f,162
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,calculateScore,Magic Number,The method contains a magic number: 0.7f,162
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,calculateScore,Magic Number,The method contains a magic number: 0.7f,162
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,calculateSkillScore,Long Statement,The length of the statement "return 20 + Math.max((totalRooms != 0 ? (int)(80.0 * (getCompletedRooms() + getExtraCompletedRooms()) / totalRooms) : 0) - getPuzzlePenalty() - getDeathScorePenalty()`0);" is 170.,167
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,calculateSkillScore,Magic Number,The method contains a magic number: 20,167
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,calculateSkillScore,Magic Number,The method contains a magic number: 80.0,167
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,calculateExploreScore,Long Statement,The length of the statement "int completedRoomScore=totalRooms != 0 ? (int)(60.0 * (getCompletedRooms() + getExtraCompletedRooms()) / totalRooms) : 0;" is 121.,172
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,calculateExploreScore,Magic Number,The method contains a magic number: 60.0,172
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,calculateExploreScore,Magic Number,The method contains a magic number: 40,172
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,calculateTimeScore,Magic Number,The method contains a magic number: 100,179
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,calculateTimeScore,Magic Number,The method contains a magic number: 1000,179
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,calculateTimeScore,Magic Number,The method contains a magic number: 100,179
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,calculateTimeScore,Magic Number,The method contains a magic number: 20,179
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,calculateTimeScore,Magic Number,The method contains a magic number: 2,179
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,calculateTimeScore,Magic Number,The method contains a magic number: 40,179
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,calculateTimeScore,Magic Number,The method contains a magic number: 10,179
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,calculateTimeScore,Magic Number,The method contains a magic number: 20,179
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,calculateTimeScore,Magic Number,The method contains a magic number: 4,179
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,calculateTimeScore,Magic Number,The method contains a magic number: 50,179
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,calculateTimeScore,Magic Number,The method contains a magic number: 15,179
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,calculateTimeScore,Magic Number,The method contains a magic number: 40,179
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,calculateTimeScore,Magic Number,The method contains a magic number: 5,179
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,calculateTimeScore,Magic Number,The method contains a magic number: 60,179
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,calculateTimeScore,Magic Number,The method contains a magic number: 17,179
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,calculateTimeScore,Magic Number,The method contains a magic number: 50,179
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,calculateTimeScore,Magic Number,The method contains a magic number: 6,179
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,calculateTimeScore,Magic Number,The method contains a magic number: 18,179
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,calculateTimeScore,Magic Number,The method contains a magic number: 2.0,179
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,calculateTimeScore,Magic Number,The method contains a magic number: 3.0,179
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,calculateTimeScore,Magic Number,The method contains a magic number: 60,179
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,calculateTimeScore,Magic Number,The method contains a magic number: 7,179
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,calculateBonusScore,Magic Number,The method contains a magic number: 10,192
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,calculateBonusScore,Magic Number,The method contains a magic number: 5,192
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,calculateBonusScore,Magic Number,The method contains a magic number: 2,192
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,calculateBonusScore,Magic Number,The method contains a magic number: 100,192
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,calculateBonusScore,Magic Number,The method contains a magic number: 2,192
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,isEntityMimic,Complex Conditional,The conditional expression !Utils.isInDungeons() || !floorHasMimics || !(entity instanceof ZombieEntity)|| !zombie.isBaby() is complex.,200
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,handleEntityDeath,Long Statement,The length of the statement "if (MIMIC_MESSAGE_CONFIG.sendMimicMessage) MessageScheduler.INSTANCE.sendMessageAfterCooldown(MIMIC_MESSAGE_CONFIG.mimicMessage);" is 129.,211
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,getCompletedRooms,Magic Number,The method contains a magic number: 43,229
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,getExtraCompletedRooms,Magic Number,The method contains a magic number: 2,236
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,getClearPercentage,Magic Number,The method contains a magic number: 100.0,242
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,getDeathScorePenalty,Magic Number,The method contains a magic number: 2,253
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,getPuzzleCount,Magic Number,The method contains a magic number: 47,257
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,getPuzzlePenalty,Magic Number,The method contains a magic number: 48,262
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,getPuzzlePenalty,Magic Number,The method contains a magic number: 10,262
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,getSecretsPercentage,Magic Number,The method contains a magic number: 44,272
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,getCrypts,Magic Number,The method contains a magic number: 33,277
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,getCrypts,Magic Number,The method contains a magic number: 32,277
forkassn3,de.hysky.skyblocker.skyblock.dungeon,CroesusProfit,getColors,Complex Method,Cyclomatic complexity of the method is 9,34
forkassn3,de.hysky.skyblocker.skyblock.dungeon,CroesusProfit,getColors,Magic Number,The method contains a magic number: 2,34
forkassn3,de.hysky.skyblocker.skyblock.dungeon,CroesusProfit,valueChest,Complex Method,Cyclomatic complexity of the method is 10,71
forkassn3,de.hysky.skyblocker.skyblock.dungeon,CroesusProfit,valueChest,Long Statement,The length of the statement "chestValue+=getItemPrice(("ESSENCE_" + matcher.group("type")).toUpperCase()) * Integer.parseInt(matcher.group("amount"));" is 121.,71
forkassn3,de.hysky.skyblocker.skyblock.dungeon,CroesusProfit,valueChest,Long Statement,The length of the statement "chestValue+=line.getStyle().toString().contains("color=dark_purple") ? getItemPrice("Spirit Epic") : getItemPrice(lineString);" is 126.,71
forkassn3,de.hysky.skyblocker.skyblock.searchoverlay,OverlayScreen,init,Complex Method,Cyclomatic complexity of the method is 9,35
forkassn3,de.hysky.skyblocker.skyblock.searchoverlay,OverlayScreen,init,Long Statement,The length of the statement "int startY=(int)((int)(this.height * 0.5) - (rowHeight * (1 + SkyblockerConfigManager.get().uiAndVisuals.searchOverlay.maxSuggestions + 0.75+ SkyblockerConfigManager.get().uiAndVisuals.searchOverlay.historyLength)) / 2);" is 220.,35
forkassn3,de.hysky.skyblocker.skyblock.searchoverlay,OverlayScreen,init,Long Statement,The length of the statement "this.searchField=new TextFieldWidget(textRenderer`startX`startY`rowWidth - rowHeight`rowHeight`Text.translatable("gui.recipebook.search_hint"));" is 144.,35
forkassn3,de.hysky.skyblocker.skyblock.searchoverlay,OverlayScreen,init,Long Statement,The length of the statement "finishedButton=ButtonWidget.builder(Text.literal("")`a -> close()).position(startX + rowWidth - rowHeight`startY).size(rowHeight`rowHeight).build();" is 148.,35
forkassn3,de.hysky.skyblocker.skyblock.searchoverlay,OverlayScreen,init,Long Statement,The length of the statement ").tooltip(Tooltip.of(Text.translatable("skyblocker.config.general.searchOverlay.maxPet.@Tooltip"))).position(startX`startY - rowHeight - 8).size(rowWidth / 2`rowHeight).build();" is 177.,35
forkassn3,de.hysky.skyblocker.skyblock.searchoverlay,OverlayScreen,init,Long Statement,The length of the statement "dungeonStarButton=ButtonWidget.builder(Text.literal("✪")`a -> updateStars()).tooltip(Tooltip.of(Text.translatable("skyblocker.config.general.searchOverlay.starsTooltip"))).position(startX + (int)(rowWidth * 0.5)`startY - rowHeight - 8).size(rowWidth / 2`rowHeight).build();" is 273.,35
forkassn3,de.hysky.skyblocker.skyblock.searchoverlay,OverlayScreen,init,Magic Number,The method contains a magic number: 0.4,35
forkassn3,de.hysky.skyblocker.skyblock.searchoverlay,OverlayScreen,init,Magic Number,The method contains a magic number: 0.5,35
forkassn3,de.hysky.skyblocker.skyblock.searchoverlay,OverlayScreen,init,Magic Number,The method contains a magic number: 2,35
forkassn3,de.hysky.skyblocker.skyblock.searchoverlay,OverlayScreen,init,Magic Number,The method contains a magic number: 0.5,35
forkassn3,de.hysky.skyblocker.skyblock.searchoverlay,OverlayScreen,init,Magic Number,The method contains a magic number: 0.75,35
forkassn3,de.hysky.skyblocker.skyblock.searchoverlay,OverlayScreen,init,Magic Number,The method contains a magic number: 2,35
forkassn3,de.hysky.skyblocker.skyblock.searchoverlay,OverlayScreen,init,Magic Number,The method contains a magic number: 30,35
forkassn3,de.hysky.skyblocker.skyblock.searchoverlay,OverlayScreen,init,Magic Number,The method contains a magic number: 0.75,35
forkassn3,de.hysky.skyblocker.skyblock.searchoverlay,OverlayScreen,init,Magic Number,The method contains a magic number: 8,35
forkassn3,de.hysky.skyblocker.skyblock.searchoverlay,OverlayScreen,init,Magic Number,The method contains a magic number: 2,35
forkassn3,de.hysky.skyblocker.skyblock.searchoverlay,OverlayScreen,init,Magic Number,The method contains a magic number: 0.5,35
forkassn3,de.hysky.skyblocker.skyblock.searchoverlay,OverlayScreen,init,Magic Number,The method contains a magic number: 8,35
forkassn3,de.hysky.skyblocker.skyblock.searchoverlay,OverlayScreen,init,Magic Number,The method contains a magic number: 2,35
forkassn3,de.hysky.skyblocker.skyblock.searchoverlay,OverlayScreen,mouseClicked,Complex Conditional,The conditional expression SearchOverManager.isAuction && dungeonStarButton.isHovered() && client != null is complex.,131
forkassn3,de.hysky.skyblocker.skyblock.searchoverlay,OverlayScreen,mouseClicked,Magic Number,The method contains a magic number: 2,131
forkassn3,de.hysky.skyblocker.skyblock.searchoverlay,OverlayScreen,mouseClicked,Magic Number,The method contains a magic number: 10,131
forkassn3,de.hysky.skyblocker.skyblock.searchoverlay,OverlayScreen,mouseClicked,Magic Number,The method contains a magic number: 10,131
forkassn3,de.hysky.skyblocker.skyblock.searchoverlay,OverlayScreen,updateMaxPetText,Long Statement,The length of the statement "maxPetButton.setMessage(Text.translatable("skyblocker.config.general.searchOverlay.maxPet").append(Text.literal(" ✔")).formatted(Formatting.GREEN));" is 148.,158
forkassn3,de.hysky.skyblocker.skyblock.searchoverlay,OverlayScreen,updateMaxPetText,Long Statement,The length of the statement "maxPetButton.setMessage(Text.translatable("skyblocker.config.general.searchOverlay.maxPet").append(Text.literal(" ❌")).formatted(Formatting.RED));" is 146.,158
forkassn3,de.hysky.skyblocker.skyblock.searchoverlay,OverlayScreen,updateStars,Magic Number,The method contains a magic number: 5,169
forkassn3,de.hysky.skyblocker.skyblock.searchoverlay,OverlayScreen,updateStars,Magic Number,The method contains a magic number: 10,169
forkassn3,de.hysky.skyblocker.skyblock.searchoverlay,OverlayScreen,renderBackground,Long Statement,The length of the statement "context.drawGuiTexture(BACKGROUND_TEXTURE`searchField.getX() - 8`searchField.getY() - 8`(int)(this.width * 0.4) + 16`maxHeight + 16);" is 133.,183
